id,SalePrice
1461,120129.31638285187
1462,153008.78540649876
1463,181999.667865918
1464,195952.28499780287
1465,197477.81258720372
1466,171222.84373663203
1467,178212.01779580905
1468,161123.61215957563
1469,193898.47881496898
1470,119925.60478980588
1471,189952.67847808302
1472,97385.92416902003
1473,96173.51867350205
1474,146413.76269308914
1475,113408.51351352451
1476,363558.8497525456
1477,250762.12819425605
1478,294599.18152895477
1479,299293.44565708295
1480,474977.58803628816
1481,325368.59760204714
1482,210850.56526419768
1483,177057.7207100431
1484,162710.8451215373
1485,191473.76554705796
1486,193107.96177746615
1487,339866.0295461018
1488,238341.3353204845
1489,193749.60820502572
1490,231349.0659469985
1491,195044.0702841493
1492,92756.67611514167
1493,189749.588439213
1494,299951.37928339146
1495,293285.5911212206
1496,235702.15766154378
1497,179388.32508260943
1498,167787.27829460712
1499,162374.42494971008
1500,152697.7749543966
1501,174507.69277533924
1502,145503.6506212224
1503,290290.2230337347
1504,242519.033799216
1505,225593.9751779172
1506,188193.22519878796
1507,245834.5514780437
1508,202873.92776776533
1509,163898.0977788804
1510,143480.39546743783
1511,148092.6730057101
1512,175334.35530234524
1513,152363.35065623088
1514,155109.81990672945
1515,197374.4060036543
1516,157898.11081760877
1517,168347.7479253745
1518,132466.49684443185
1519,209170.43080419523
1520,127540.30850578872
1521,130083.47515553566
1522,178496.1397739459
1523,110130.51159133477
1524,125686.44701638781
1525,120266.19747097132
1526,113488.37444080878
1527,107566.17450085806
1528,137378.38934699498
1529,149722.5649900274
1530,184338.36270192487
1531,105988.75185360076
1532,98505.57943429326
1533,142816.38267748785
1534,127215.27170736785
1535,147673.90202250832
1536,106379.11563719112
1537,64977.58596862501
1538,147236.97205496248
1539,191933.5583751053
1540,94263.45850341642
1541,138707.1051419694
1542,139649.24986487345
1543,189700.53751999213
1544,85068.00848133789
1545,115257.94054333364
1546,135137.91282301565
1547,127884.20576731034
1548,138708.24355731037
1549,119838.49286651298
1550,135618.0232182609
1551,108884.99981547272
1552,136390.98109602102
1553,148289.80774366978
1554,116891.822721104
1555,160376.90131114144
1556,85485.17170699117
1557,105780.72011395861
1558,97580.45125685359
1559,63552.76802692338
1560,134335.23100407387
1561,129372.72588983367
1562,130057.34828423729
1563,117918.55506134832
1564,155071.55198099813
1565,150955.34079507279
1566,237772.53074719885
1567,76404.07502957848
1568,230818.44131562556
1569,127780.26853477299
1570,139167.54640386655
1571,123248.06659908096
1572,142090.06900251683
1573,236848.71671764113
1574,118411.16056848981
1575,228294.73339371238
1576,241692.83937702113
1577,182201.763554357
1578,148720.333350499
1579,144283.67460412002
1580,196843.92801768094
1581,153037.5173431961
1582,125687.59815299742
1583,295888.95713129744
1584,216154.1458681093
1585,136126.52454196167
1586,67143.73313938858
1587,104989.71874882668
1588,151179.16829745146
1589,96656.2164897681
1590,133891.40280903337
1591,92120.86640430184
1592,114189.88906279985
1593,127669.24235410136
1594,123646.9654616617
1595,107500.49085079701
1596,222575.43631115564
1597,193546.93965914947
1598,227982.70331666252
1599,172656.03043455456
1600,162810.36347349492
1601,68670.57817887774
1602,117135.40853671772
1603,71358.15862846232
1604,260213.98917750438
1605,243774.2319576857
1606,168701.87011358794
1607,173316.5115734689
1608,214614.0413639863
1609,185339.24789518566
1610,150446.69880184537
1611,138184.72480648351
1612,170111.59149848716
1613,161412.03068661544
1614,128011.21692279437
1615,93618.25419454864
1616,77864.51966472284
1617,95346.84781026715
1618,124769.0814331626
1619,140093.27093942062
1620,152267.55072114157
1621,138619.24058028354
1622,141655.71194439256
1623,261268.10001323465
1624,209360.6395199054
1625,120859.60722550031
1626,170452.59591000917
1627,190582.20893444977
1628,280021.0948513829
1629,184313.18863868696
1630,345037.4836673678
1631,230402.01030487716
1632,244459.26090129773
1633,174440.99603746395
1634,185156.2667620114
1635,176706.74839735383
1636,152578.34298140154
1637,199100.6591582865
1638,181426.71434846788
1639,190515.9001653976
1640,250882.9260563159
1641,183790.8824575022
1642,237825.81060509488
1643,216168.74043171667
1644,232651.6892808586
1645,196243.4430148262
1646,158437.26408653526
1647,162485.12081302577
1648,130092.84903816278
1649,138945.26242839996
1650,114357.95753029823
1651,120810.88854121086
1652,97580.96776036022
1653,99581.9181529769
1654,145872.11302769266
1655,138767.47796651197
1656,140735.73760323384
1657,147519.48764329674
1658,142980.17175416247
1659,119989.18953571953
1660,155445.6753275026
1661,419298.37808866554
1662,409959.9144741662
1663,380156.82259417453
1664,405317.026725237
1665,304524.61387810233
1666,332727.8941430027
1667,378054.0636870631
1668,345331.79980074166
1669,314023.72191501217
1670,355979.7686123747
1671,257720.50613236387
1672,422106.33561170084
1673,290130.6274637998
1674,241744.7427118797
1675,191549.8467384341
1676,190618.29457446243
1677,217118.71217511484
1678,438373.25671008136
1679,384877.259328771
1680,328430.46831946785
1681,251804.62614685172
1682,320551.6090298309
1683,180758.20397822713
1684,177031.50592298602
1685,175707.87662411158
1686,167858.36116335442
1687,174089.09740325174
1688,189156.2080977405
1689,196666.0457318041
1690,199987.6052021063
1691,186979.3619911359
1692,270939.69959719747
1693,170797.6070390258
1694,184650.3151745898
1695,169535.5477065146
1696,273139.2216325045
1697,174714.30275650596
1698,356328.724336075
1699,310821.15047659364
1700,250690.61080841802
1701,275275.67958586826
1702,239339.332935083
1703,242622.78779001534
1704,274618.4615428623
1705,240254.66339821625
1706,351918.580749193
1707,213224.02152519714
1708,200166.5995465954
1709,272020.6380908451
1710,217809.3068568384
1711,271321.5765796845
1712,257725.56128323983
1713,275776.8371581802
1714,221973.37273980887
1715,208302.1619764975
1716,184707.92577077198
1717,178302.8199177091
1718,136842.9653576145
1719,208628.43516659676
1720,245426.44968563583
1721,166354.54316873226
1722,127172.56833180528
1723,155390.5140189213
1724,204903.54440444332
1725,236352.28254240242
1726,184387.77245498344
1727,150056.67678077635
1728,177684.59538402344
1729,167523.24023902926
1730,159384.8249172877
1731,121720.4574899572
1732,125576.70481500441
1733,114362.11069859363
1734,120517.87605578027
1735,126408.56764194244
1736,109538.31064061889
1737,300625.9204826808
1738,245427.96840283216
1739,244841.06712087514
1740,205655.09168078232
1741,186161.14656705057
1742,172304.68418937497
1743,179672.39926582115
1744,309047.71604959504
1745,218225.3143865934
1746,187923.06278196923
1747,216429.65398499547
1748,216340.46238395275
1749,143793.19792019977
1750,125301.15376914339
1751,250193.2138897964
1752,116708.23870390088
1753,150776.62439944284
1754,197324.75758786293
1755,163244.16043084342
1756,125232.66187288857
1757,120874.88124315973
1758,146173.97528410962
1759,162914.81203525094
1760,165864.9529861365
1761,145371.6529713744
1762,178226.2662322385
1763,186586.11259310105
1764,114040.70035471817
1765,162901.81242841436
1766,189156.9761116738
1767,221057.2497017576
1768,141194.68303192983
1769,176359.48874077696
1770,152452.1353226006
1771,126120.35287707669
1772,129969.54891021109
1773,128605.43269348
1774,140659.8117872246
1775,141933.40904825123
1776,129414.16546693043
1777,108882.85940210539
1778,138695.80415989956
1779,117226.3027604849
1780,181779.59824793355
1781,127000.8222780588
1782,87811.8478807057
1783,141429.50048144767
1784,106688.60200391055
1785,124913.91233492024
1786,143039.20675525616
1787,166335.06235727656
1788,59761.77589083454
1789,100343.99352158877
1790,77853.72589301469
1791,179312.7691418204
1792,157557.83247525932
1793,129183.10929525166
1794,154077.2530573657
1795,133174.70342407908
1796,132423.87430412415
1797,114687.0889091562
1798,121971.41685215123
1799,110452.7782945734
1800,133045.82080612774
1801,125280.16568998355
1802,145466.320385419
1803,149797.1167786311
1804,136516.8040139631
1805,137478.21366620963
1806,123426.72313716784
1807,138741.03574987146
1808,127472.42288257534
1809,122748.9311293068
1810,140455.0106179376
1811,94718.00782550311
1812,97154.81147305814
1813,122499.15227032063
1814,95240.16576900157
1815,53868.59904383374
1816,97675.23535010086
1817,104381.6865525273
1818,140412.16075896914
1819,126472.41959421743
1820,50723.17972031214
1821,118130.73015177346
1822,151309.1694435927
1823,43011.87633476226
1824,129940.52615292522
1825,138362.73865588807
1826,103623.09789133017
1827,102392.71189761971
1828,136571.75383608002
1829,126078.70868938205
1830,136469.08698871554
1831,148754.90701489395
1832,74802.11691832596
1833,142185.36911198293
1834,117805.93148961737
1835,120672.95690477552
1836,124286.23885388688
1837,86656.23335882871
1838,121411.26777274751
1839,96384.39409540744
1840,143454.84326238657
